over_num,balls_left_in_over,overs_left,wickets_left,score,striker_sr,non_striker_sr,best_bowler
9,0,10,6,61,100.0,25.0,SP Narine
10,0,9,5,70,100.0,0.0,AD Russell
11,0,8,4,72,50.0,0.0,CV Varun
12,-1,7,3,82,75.0,100.0,AD Russell
13,0,6,3,90,133.33333333333331,100.0,CV Varun
14,0,5,2,90,0.0,0.0,Harshit Rana
15,0,4,2,98,66.66666666666666,66.66666666666666,SP Narine
16,0,3,2,108,100.0,180.0,Harshit Rana
17,0,2,1,113,133.33333333333331,50.0,SP Narine
18,3,1,0,113,0.0,0.0,AD Russell
0,-1,19,10,5,57.14285714285714,0.0,B Kumar
1,-1,18,9,17,300.0,100.0,PJ Cummins
2,0,17,9,37,380.0,100.0,B Kumar
3,-2,16,9,46,85.71428571428571,100.0,T Natarajan
4,0,15,9,52,100.0,100.0,PJ Cummins
5,0,14,9,72,380.0,100.0,T Natarajan
6,0,13,9,84,140.0,0.0,Shahbaz Ahmed
7,0,12,9,93,100.0,250.0,JD Unadkat
8,0,11,8,106,100.0,200.0,Shahbaz Ahmed
9,0,10,8,111,80.0,100.0,AK Markram
10,3,9,8,114,100.0,100.0,Shahbaz Ahmed
0,0,19,10,5,33.33333333333333,133.33333333333331,R Vinay Kumar
1,0,18,10,13,133.33333333333331,0.0,JH Kallis
2,0,17,9,15,0.0,0.0,R Vinay Kumar
3,0,16,9,17,25.0,50.0,JH Kallis
4,0,15,8,27,200.0,100.0,R Vinay Kumar
5,0,14,8,38,33.33333333333333,333.33333333333337,JH Kallis
6,0,13,8,46,150.0,100.0,JD Ryder
7,0,12,8,47,33.33333333333333,0.0,A Kumble
8,0,11,8,57,200.0,150.0,KP Appanna
9,0,10,8,69,50.0,275.0,A Kumble
10,0,9,8,76,66.66666666666666,33.33333333333333,JD Ryder
11,-1,8,8,81,50.0,66.66666666666666,B Akhil
12,0,7,8,90,100.0,200.0,JD Ryder
13,-1,6,7,97,133.33333333333331,0.0,B Akhil
14,0,5,7,102,75.0,100.0,JD Ryder
15,0,4,7,113,150.0,250.0,A Kumble
16,0,3,7,133,250.0,375.0,B Akhil
17,0,2,6,137,50.0,0.0,A Kumble
18,0,1,6,153,300.0,100.0,R Vinay Kumar
19,-2,0,6,173,233.33333333333334,200.0,JH Kallis
0,-1,19,10,2,100.0,0.0,I Sharma
1,-1,18,10,7,50.0,66.66666666666666,BAW Mendis
2,-1,17,10,17,125.0,133.33333333333331,I Sharma
3,0,16,10,27,166.66666666666669,0.0,AB Agarkar
4,-1,15,10,36,233.33333333333334,25.0,AD Mathews
5,0,14,10,46,125.0,250.0,DJ Hussey
6,-1,13,10,51,50.0,66.66666666666666,M Kartik
7,0,12,10,58,116.66666666666667,0.0,BAW Mendis
8,-1,11,9,63,0.0,100.0,M Kartik
9,0,10,8,70,0.0,66.66666666666666,AB Agarkar
10,0,9,7,74,66.66666666666666,66.66666666666666,M Kartik
11,0,8,7,80,133.33333333333331,66.66666666666666,BAW Mendis
12,0,7,7,94,100.0,260.0,M Kartik
13,0,6,7,110,300.0,100.0,AD Mathews
14,-1,5,7,119,116.66666666666667,100.0,I Sharma
15,0,4,6,122,100.0,50.0,BAW Mendis
16,0,3,6,134,225.0,150.0,AB Agarkar
17,-1,2,6,153,225.0,300.0,I Sharma
18,0,1,6,169,300.0,100.0,AB Agarkar
19,4,0,6,176,0.0,600.0,AD Mathews
0,0,19,10,6,100.0,50.0,Mohammed Shami
1,0,18,10,20,233.33333333333334,0.0,MM Sharma
2,0,17,10,37,220.00000000000003,600.0,Mohammed Shami
3,0,16,10,44,150.0,50.0,MM Sharma
4,0,15,10,51,50.0,150.0,Rashid Khan
5,0,14,10,61,225.0,50.0,Noor Ahmad
6,0,13,8,66,0.0,0.0,Rashid Khan
7,0,12,8,81,50.0,350.0,Noor Ahmad
8,0,11,7,88,150.0,50.0,Rashid Khan
9,0,10,7,96,150.0,100.0,AS Joseph
10,0,9,7,101,50.0,100.0,Noor Ahmad
11,0,8,7,116,200.0,350.0,AS Joseph
12,0,7,7,131,220.00000000000003,400.0,Mohammed Shami
13,0,6,7,139,150.0,100.0,Noor Ahmad
14,0,5,7,151,220.00000000000003,100.0,AS Joseph
15,0,4,6,153,50.0,25.0,MM Sharma
16,0,3,5,164,200.0,166.66666666666669,Rashid Khan
17,0,2,5,184,333.33333333333337,0.0,MM Sharma
18,0,1,5,201,100.0,350.0,Mohammed Shami
19,0,0,5,218,100.0,320.0,AS Joseph
0,0,19,10,4,50.0,100.0,JP Behrendorff
1,0,18,9,11,75.0,0.0,Akash Madhwal
2,0,17,8,17,50.0,0.0,JP Behrendorff
3,0,16,7,26,225.0,0.0,Akash Madhwal
4,0,15,7,39,260.0,0.0,JP Behrendorff
5,0,14,7,48,100.0,125.0,CJ Jordan
6,0,13,6,55,0.0,166.66666666666669,PP Chawla
7,0,12,5,59,0.0,66.66666666666666,K Kartikeya
8,0,11,5,77,340.0,100.0,PP Chawla
9,0,10,5,82,100.0,66.66666666666666,CJ Jordan
10,0,9,5,90,150.0,100.0,PP Chawla
11,0,8,4,100,200.0,100.0,Akash Madhwal
12,0,7,3,103,0.0,50.0,PP Chawla
13,0,6,2,116,0.0,400.0,K Kartikeya
14,-1,5,2,130,100.0,220.00000000000003,JP Behrendorff
15,0,4,2,136,80.0,100.0,Akash Madhwal
16,0,3,2,151,300.0,0.0,CJ Jordan
17,0,2,2,164,216.66666666666666,0.0,C Green
18,0,1,2,171,233.33333333333334,0.0,CJ Jordan
19,-2,0,2,191,225.0,0.0,K Kartikeya
0,0,19,10,10,166.66666666666669,166.66666666666669,C Sakariya
1,-1,18,10,21,150.0,100.0,Mustafizur Rahman
2,0,17,9,22,33.33333333333333,0.0,C Sakariya
3,-1,16,9,31,116.66666666666667,100.0,CH Morris
4,-1,15,9,39,100.0,100.0,Mustafizur Rahman
5,0,14,9,46,116.66666666666667,0.0,CH Morris
6,0,13,9,58,233.33333333333334,166.66666666666669,S Gopal
7,0,12,9,70,250.0,175.0,BA Stokes
8,0,11,9,82,220.00000000000003,100.0,R Tewatia
9,0,10,8,89,200.0,50.0,R Parag
10,0,9,8,102,240.0,100.0,R Tewatia
11,0,8,8,110,100.0,150.0,S Gopal
12,0,7,8,130,325.0,350.0,S Dube
13,0,6,8,150,100.0,380.0,S Gopal
14,0,5,8,161,100.0,225.0,Mustafizur Rahman
15,0,4,8,172,250.0,50.0,CH Morris
16,-1,3,8,187,216.66666666666666,100.0,C Sakariya
17,0,2,6,201,350.0,0.0,CH Morris
18,-2,1,6,216,133.33333333333331,250.0,Mustafizur Rahman
19,0,0,4,221,200.0,50.0,C Sakariya
0,0,19,9,4,0.0,0.0,Mohammed Shami
1,-1,18,9,17,171.42857142857142,0.0,JA Richardson
2,0,17,9,25,133.33333333333331,0.0,Mohammed Shami
3,0,16,8,30,0.0,133.33333333333331,Arshdeep Singh
4,0,15,8,48,340.0,100.0,RP Meredith
5,0,14,8,59,250.0,50.0,Arshdeep Singh
6,-1,13,8,68,25.0,166.66666666666669,M Ashwin
7,0,12,7,78,50.0,100.0,JA Richardson
8,0,11,7,87,200.0,50.0,RP Meredith
9,-2,10,7,95,66.66666666666666,100.0,M Ashwin
10,0,9,7,109,100.0,260.0,RP Meredith
11,0,8,7,117,100.0,150.0,M Ashwin
12,0,7,6,128,166.66666666666669,100.0,Arshdeep Singh
13,0,6,6,141,150.0,350.0,Mohammed Shami
14,0,5,6,154,300.0,50.0,JA Richardson
15,0,4,6,174,350.0,325.0,M Ashwin
16,-2,3,5,182,0.0,250.0,Mohammed Shami
17,-1,2,5,201,283.33333333333337,100.0,JA Richardson
18,0,1,4,209,0.0,350.0,RP Meredith
19,0,0,3,217,140.0,100.0,Arshdeep Singh
0,0,19,10,2,25.0,50.0,AB Dinda
1,0,18,10,4,33.33333333333333,33.33333333333333,DL Chahar
2,0,17,9,4,0.0,0.0,AB Dinda
3,0,16,9,15,166.66666666666669,200.0,DL Chahar
4,0,15,8,25,50.0,225.0,AB Dinda
5,0,14,8,28,66.66666666666666,33.33333333333333,NLTC Perera
6,0,13,8,30,33.33333333333333,33.33333333333333,IK Pathan
7,0,12,8,32,20.0,100.0,NLTC Perera
8,0,11,8,42,125.0,250.0,IK Pathan
9,0,10,7,49,150.0,50.0,A Zampa
10,0,9,7,54,100.0,0.0,IK Pathan
11,0,8,7,57,100.0,25.0,R Ashwin
12,0,7,6,62,100.0,75.0,A Zampa
13,0,6,6,68,125.0,50.0,R Ashwin
14,0,5,5,73,66.66666666666666,100.0,A Zampa
15,0,4,5,77,66.66666666666666,66.66666666666666,R Ashwin
16,0,3,5,81,100.0,50.0,A Zampa
17,-2,2,5,91,100.0,100.0,R Ashwin
18,0,1,4,99,100.0,250.0,AB Dinda
19,0,0,4,121,420.0,100.0,NLTC Perera
0,-2,19,10,4,33.33333333333333,20.0,Z Khan
1,-1,18,10,16,166.66666666666669,150.0,NM Coulter-Nile
2,0,17,10,30,260.0,100.0,Z Khan
3,-1,16,9,32,100.0,0.0,CH Morris
4,0,15,9,33,25.0,0.0,Z Khan
5,-1,14,9,44,166.66666666666669,100.0,CH Morris
6,0,13,9,46,25.0,50.0,NM Coulter-Nile
7,0,12,9,53,120.0,100.0,A Mishra
8,0,11,9,60,150.0,50.0,NM Coulter-Nile
9,0,10,9,63,50.0,50.0,A Mishra
10,0,9,9,76,240.0,0.0,Mohammed Shami
0,0,19,10,6,33.33333333333333,166.66666666666669,Ankit Sharma
1,0,18,10,11,83.33333333333334,0.0,DW Steyn
2,0,17,9,17,200.0,100.0,V Pratap Singh
3,0,16,9,26,250.0,100.0,DW Steyn
4,0,15,9,47,200.0,425.0,V Pratap Singh
5,-1,14,9,56,140.0,50.0,DT Christian
6,0,13,9,58,50.0,25.0,AA Jhunjhunwala
7,0,12,9,69,225.0,100.0,A Mishra
8,0,11,9,75,50.0,100.0,AA Jhunjhunwala
9,0,10,8,82,100.0,50.0,A Mishra
10,0,9,8,91,66.66666666666666,166.66666666666669,Ankit Sharma
11,0,8,8,101,200.0,100.0,DT Christian
12,-1,7,8,109,100.0,100.0,A Ashish Reddy
13,-1,6,7,118,0.0,50.0,V Pratap Singh
14,0,5,6,124,100.0,0.0,AA Jhunjhunwala
15,0,4,6,129,100.0,50.0,DW Steyn
16,0,3,6,133,66.66666666666666,33.33333333333333,DT Christian
17,0,2,6,139,66.66666666666666,133.33333333333331,DW Steyn
18,0,1,5,147,160.0,0.0,A Ashish Reddy
19,0,0,4,160,0.0,300.0,DT Christian
0,0,19,10,4,33.33333333333333,100.0,BW Hilfenhaus
1,0,18,9,9,250.0,0.0,JA Morkel
2,0,17,9,17,140.0,100.0,BW Hilfenhaus
3,0,16,9,25,100.0,166.66666666666669,JA Morkel
4,0,15,9,40,200.0,300.0,DJ Bravo
5,0,14,9,47,66.66666666666666,166.66666666666669,R Ashwin
6,0,13,9,53,100.0,100.0,SB Jakati
7,0,12,9,58,83.33333333333334,0.0,R Ashwin
8,0,11,9,69,200.0,150.0,SB Jakati
9,-1,10,9,76,100.0,50.0,R Ashwin
10,0,9,8,79,33.33333333333333,50.0,DJ Bravo
11,0,8,7,85,0.0,250.0,SK Raina
12,0,7,7,88,66.66666666666666,33.33333333333333,JA Morkel
13,0,6,7,92,100.0,50.0,RA Jadeja
14,0,5,7,102,200.0,100.0,BW Hilfenhaus
15,0,4,7,106,50.0,100.0,RA Jadeja
16,0,3,7,114,66.66666666666666,200.0,DJ Bravo
17,0,2,7,132,340.0,0.0,RA Jadeja
18,-1,1,6,141,150.0,50.0,DJ Bravo
19,0,0,5,150,200.0,100.0,BW Hilfenhaus
0,-1,19,10,8,66.66666666666666,0.0,A Kumble
1,-1,18,10,17,100.0,116.66666666666667,DW Steyn
2,0,17,10,19,50.0,25.0,A Kumble
3,0,16,10,22,25.0,50.0,DW Steyn
4,-1,15,10,34,166.66666666666669,100.0,JH Kallis
5,0,14,10,41,100.0,125.0,DW Steyn
6,0,13,10,51,66.66666666666666,266.66666666666663,V Kohli
7,0,12,10,65,233.33333333333334,0.0,R Vinay Kumar
8,0,11,10,76,150.0,200.0,B Akhil
9,0,10,10,81,75.0,100.0,V Kohli
10,0,9,10,101,333.33333333333337,0.0,B Akhil
11,0,8,9,108,0.0,100.0,A Kumble
12,0,7,8,109,25.0,0.0,R Vinay Kumar
13,-2,6,7,117,0.0,100.0,V Kohli
14,0,5,6,123,100.0,0.0,R Vinay Kumar
15,0,4,6,131,150.0,100.0,B Akhil
16,0,3,6,149,340.0,0.0,A Kumble
17,0,2,5,158,50.0,100.0,V Kohli
18,-1,1,3,164,50.0,200.0,R Vinay Kumar
19,0,0,0,165,0.0,0.0,DW Steyn
0,0,19,10,10,166.66666666666669,0.0,WPUJC Vaas
1,0,18,10,16,100.0,100.0,RP Singh
2,0,17,9,24,133.33333333333331,0.0,WPUJC Vaas
3,0,16,9,30,166.66666666666669,33.33333333333333,RP Singh
4,0,15,9,36,166.66666666666669,0.0,SB Bangar
5,0,14,9,43,33.33333333333333,166.66666666666669,DP Vijaykumar
6,0,13,8,46,66.66666666666666,33.33333333333333,SB Bangar
7,0,12,8,53,100.0,125.0,DP Vijaykumar
8,0,11,8,58,66.66666666666666,100.0,SB Bangar
9,0,10,8,61,66.66666666666666,33.33333333333333,DP Vijaykumar
10,0,9,8,79,100.0,340.0,Y Venugopal Rao
11,0,8,7,83,0.0,100.0,DB Ravi Teja
12,0,7,7,88,75.0,100.0,WPUJC Vaas
13,0,6,7,103,200.0,350.0,DB Ravi Teja
14,0,5,7,106,50.0,50.0,RP Singh
15,0,4,6,123,100.0,300.0,SB Bangar
16,0,3,6,137,300.0,50.0,DP Vijaykumar
17,0,2,5,150,200.0,100.0,WPUJC Vaas
18,0,1,5,171,100.0,475.0,LPC Silva
0,0,19,9,10,180.0,100.0,DL Chahar
1,-1,18,9,19,50.0,200.0,SM Curran
2,0,17,9,26,100.0,125.0,DL Chahar
3,-1,16,9,40,200.0,100.0,SM Curran
4,0,15,9,50,100.0,180.0,JR Hazlewood
5,0,14,8,50,0.0,0.0,SN Thakur
6,0,13,8,55,66.66666666666666,100.0,RA Jadeja
7,0,12,8,64,200.0,50.0,SN Thakur
8,0,11,8,70,66.66666666666666,133.33333333333331,RA Jadeja
9,0,10,7,78,0.0,175.0,JR Hazlewood
10,0,9,7,84,100.0,100.0,RA Jadeja
11,0,8,7,89,100.0,75.0,SN Thakur
12,0,7,6,93,0.0,100.0,RA Jadeja
13,-1,6,6,104,175.0,66.66666666666666,JR Hazlewood
14,0,5,6,118,233.33333333333334,0.0,SM Curran
15,-1,4,6,121,20.0,50.0,DL Chahar
16,0,3,5,127,50.0,133.33333333333331,SN Thakur
17,0,2,5,139,250.0,100.0,DL Chahar
18,-1,1,5,158,283.33333333333337,100.0,SM Curran
19,-1,0,4,171,166.66666666666669,200.0,JR Hazlewood
0,0,19,10,5,100.0,0.0,M Prasidh Krishna
1,0,18,10,9,60.0,100.0,LH Ferguson
2,0,17,10,18,180.0,0.0,M Prasidh Krishna
3,0,16,10,28,160.0,100.0,CV Varun
4,0,15,10,42,260.0,100.0,SP Narine
5,0,14,10,52,180.0,100.0,LH Ferguson
6,0,13,10,63,200.0,150.0,SP Narine
7,0,12,10,68,75.0,100.0,CV Varun
8,0,11,9,78,300.0,150.0,AD Russell
9,0,10,9,89,100.0,200.0,LH Ferguson
10,0,9,9,101,200.0,200.0,AD Russell
11,0,8,8,106,133.33333333333331,0.0,M Prasidh Krishna
12,-1,7,8,112,60.0,100.0,AD Russell
13,0,6,8,115,100.0,25.0,CV Varun
14,0,5,7,127,200.0,100.0,SP Narine
15,0,4,7,132,80.0,100.0,VR Iyer
16,-2,3,6,141,75.0,100.0,LH Ferguson
17,0,2,4,146,33.33333333333333,0.0,CV Varun
18,0,1,4,168,420.0,100.0,M Prasidh Krishna
19,0,0,2,172,0.0,0.0,SP Narine
0,0,19,10,1,33.33333333333333,0.0,UT Yadav
1,0,18,10,7,100.0,0.0,TG Southee
2,0,17,10,14,25.0,300.0,UT Yadav
3,0,16,10,28,260.0,0.0,TG Southee
4,0,15,8,41,266.66666666666663,200.0,UT Yadav
5,0,14,7,47,0.0,166.66666666666669,Mohammed Siraj
6,0,13,6,50,66.66666666666666,50.0,YS Chahal
7,0,12,6,58,140.0,100.0,Mohammed Siraj
8,-1,11,5,61,25.0,50.0,C de Grandhomme
9,0,10,5,65,50.0,50.0,YS Chahal
10,-1,9,5,70,66.66666666666666,50.0,C de Grandhomme
11,0,8,3,78,175.0,100.0,MM Ali
12,0,7,2,80,50.0,0.0,UT Yadav
13,0,6,1,84,50.0,100.0,MM Ali
14,-1,5,1,87,20.0,50.0,Mohammed Siraj
15,5,4,0,88,100.0,0.0,MM Ali
0,0,19,10,9,100.0,200.0,R Ashwin
1,0,18,10,20,33.33333333333333,333.33333333333337,AJ Tye
2,-1,17,10,36,250.0,0.0,AS Rajpoot
3,0,16,10,39,33.33333333333333,33.33333333333333,AJ Tye
4,0,15,10,54,100.0,325.0,MM Sharma
5,0,14,10,66,220.00000000000003,100.0,AJ Tye
6,0,13,10,79,100.0,300.0,MP Stoinis
7,0,12,10,87,150.0,100.0,AJ Tye
8,4,11,10,92,200.0,0.0,AS Rajpoot
0,-1,19,10,8,100.0,0.0,TG Southee
1,0,18,9,11,0.0,33.33333333333333,MJ McClenaghan
2,0,17,9,12,16.666666666666664,0.0,JJ Bumrah
3,0,16,8,17,33.33333333333333,133.33333333333331,TG Southee
4,0,15,8,19,20.0,100.0,KH Pandya
5,0,14,8,25,166.66666666666669,33.33333333333333,MJ McClenaghan
6,0,13,8,33,166.66666666666669,100.0,KH Pandya
7,0,12,8,37,66.66666666666666,66.66666666666666,Harbhajan Singh
8,0,11,8,49,220.00000000000003,100.0,JJ Bumrah
9,0,10,8,60,200.0,150.0,Harbhajan Singh
10,0,9,7,62,0.0,100.0,KH Pandya
11,0,8,7,66,66.66666666666666,66.66666666666666,Harbhajan Singh
12,0,7,7,69,66.66666666666666,33.33333333333333,KH Pandya
13,0,6,7,76,50.0,250.0,TG Southee
14,0,5,7,91,250.0,0.0,MJ McClenaghan
15,0,4,6,101,133.33333333333331,300.0,JJ Bumrah
16,0,3,6,108,100.0,125.0,TG Southee
17,0,2,6,131,300.0,400.0,KA Pollard
18,0,1,6,138,75.0,100.0,JJ Bumrah
19,-1,0,6,151,160.0,100.0,MJ McClenaghan
0,0,19,10,2,20.0,100.0,STR Binny
1,0,18,9,4,0.0,100.0,S Aravind
2,-2,17,9,16,125.0,0.0,CJ Jordan
3,0,16,9,23,116.66666666666667,0.0,S Aravind
4,0,15,9,30,116.66666666666667,0.0,SR Watson
5,0,14,9,39,160.0,100.0,S Aravind
6,0,13,9,43,50.0,100.0,YS Chahal
7,-1,12,9,52,150.0,66.66666666666666,CJ Jordan
8,0,11,9,58,100.0,100.0,YS Chahal
9,0,10,8,60,50.0,100.0,VR Aaron
10,0,9,8,63,50.0,50.0,YS Chahal
11,0,8,8,76,350.0,150.0,VR Aaron
12,0,7,7,79,25.0,100.0,YS Chahal
13,0,6,7,84,100.0,66.66666666666666,S Aravind
14,-1,5,7,97,183.33333333333331,100.0,SR Watson
15,-2,4,6,108,0.0,66.66666666666666,VR Aaron
16,-2,3,6,126,214.28571428571428,100.0,SR Watson
17,0,2,6,142,350.0,100.0,CJ Jordan
18,0,1,6,153,100.0,175.0,VR Aaron
0,0,19,10,12,200.0,0.0,KK Ahmed
1,-1,18,10,26,125.0,266.66666666666663,Abhishek Sharma
2,0,17,10,33,50.0,150.0,S Kaul
3,0,16,10,39,66.66666666666666,133.33333333333331,KK Ahmed
4,0,15,10,48,175.0,100.0,S Kaul
5,0,14,10,51,66.66666666666666,33.33333333333333,J Suchith
6,-1,13,10,56,16.666666666666664,300.0,V Shankar
7,0,12,10,67,200.0,100.0,J Suchith
8,0,11,10,76,100.0,175.0,Rashid Khan
9,0,10,10,80,50.0,100.0,J Suchith
10,0,9,9,83,100.0,0.0,Rashid Khan
11,0,8,8,86,50.0,33.33333333333333,J Suchith
12,-1,7,8,96,175.0,66.66666666666666,V Shankar
13,0,6,8,104,75.0,250.0,Rashid Khan
14,0,5,8,116,220.00000000000003,100.0,S Kaul
15,0,4,8,127,66.66666666666666,300.0,Rashid Khan
16,0,3,8,131,66.66666666666666,66.66666666666666,V Shankar
17,0,2,8,142,200.0,166.66666666666669,KK Ahmed
18,0,1,6,145,0.0,100.0,S Kaul
19,0,0,6,159,100.0,275.0,KK Ahmed
0,0,19,10,5,100.0,50.0,K Rabada
1,0,18,10,10,50.0,100.0,R Ashwin
2,0,17,10,22,50.0,275.0,MP Stoinis
3,-1,16,9,34,200.0,0.0,R Ashwin
4,0,15,9,45,33.33333333333333,333.33333333333337,AR Patel
5,0,14,8,56,250.0,300.0,Avesh Khan
6,0,13,8,62,100.0,100.0,A Mishra
7,0,12,8,64,25.0,50.0,R Ashwin
8,0,11,8,72,133.33333333333331,0.0,A Mishra
9,0,10,8,80,66.66666666666666,200.0,R Ashwin
10,0,9,8,84,75.0,0.0,AR Patel
11,-1,8,7,88,0.0,100.0,Avesh Khan
12,0,7,7,96,200.0,66.66666666666666,AR Patel
13,0,6,7,104,140.0,100.0,K Rabada
14,0,5,6,110,0.0,150.0,A Mishra
15,-1,4,6,117,133.33333333333331,50.0,Avesh Khan
16,0,3,4,121,0.0,100.0,AR Patel
17,0,2,4,132,200.0,150.0,A Mishra
18,-1,1,3,144,50.0,100.0,Avesh Khan
19,-1,0,3,159,125.0,200.0,K Rabada
0,0,19,10,7,66.66666666666666,133.33333333333331,AR Patel
0,0,19,10,8,125.0,0.0,Rashid Khan
0,0,19,10,12,200.0,0.0,VG Arora
1,0,18,9,21,225.0,0.0,Harshit Rana
2,0,17,9,26,100.0,0.0,VG Arora
3,-1,16,8,32,33.33333333333333,0.0,Harshit Rana
4,-1,15,8,51,250.0,260.0,AD Russell
5,0,14,7,58,50.0,166.66666666666669,CV Varun
6,0,13,7,64,50.0,25.0,Suyash Sharma
7,0,12,7,70,125.0,50.0,CV Varun
8,0,11,7,79,266.66666666666663,33.33333333333333,Suyash Sharma
9,0,10,7,82,66.66666666666666,33.33333333333333,SP Narine
10,0,9,7,93,175.0,200.0,Suyash Sharma
11,-1,8,7,104,33.33333333333333,225.0,SP Narine
12,-1,7,6,109,50.0,0.0,CV Varun
13,0,6,6,117,33.33333333333333,233.33333333333334,SP Narine
14,0,5,5,124,50.0,0.0,N Rana
15,0,4,5,131,150.0,50.0,SP Narine
16,0,3,4,139,160.0,0.0,CV Varun
17,-1,2,3,143,0.0,50.0,Suyash Sharma
18,-1,1,3,158,180.0,250.0,VG Arora
19,0,0,3,179,375.0,300.0,Harshit Rana
0,0,19,10,5,66.66666666666666,100.0,R Dhawan
1,0,18,10,10,125.0,0.0,Arshdeep Singh
2,0,17,10,20,180.0,100.0,R Dhawan
3,-1,16,10,36,275.0,133.33333333333331,Arshdeep Singh
4,0,15,9,39,0.0,100.0,NT Ellis
5,0,14,9,52,166.66666666666669,266.66666666666663,SM Curran
6,0,13,9,63,100.0,225.0,LS Livingstone
7,0,12,8,67,66.66666666666666,0.0,Harpreet Brar
8,0,11,8,73,100.0,100.0,NT Ellis
9,0,10,8,76,40.0,100.0,RD Chahar
10,0,9,8,92,300.0,100.0,LS Livingstone
11,0,8,8,98,66.66666666666666,133.33333333333331,RD Chahar
12,-1,7,8,109,150.0,100.0,SM Curran
13,0,6,7,116,50.0,250.0,RD Chahar
14,0,5,7,122,166.66666666666669,33.33333333333333,NT Ellis
15,-1,4,6,129,100.0,75.0,RD Chahar
16,0,3,6,144,200.0,300.0,NT Ellis
17,0,2,6,154,166.66666666666669,166.66666666666669,Arshdeep Singh
18,0,1,6,174,100.0,380.0,SM Curran
19,0,0,5,182,75.0,250.0,Arshdeep Singh
0,0,19,8,0,0.0,0.0,RJ Harris
1,0,18,8,13,75.0,500.0,RP Singh
2,0,17,8,23,166.66666666666669,0.0,RJ Harris
3,-1,16,8,33,100.0,200.0,RP Singh
4,-1,15,8,41,100.0,100.0,RJ Harris
5,0,14,8,49,133.33333333333331,0.0,PP Ojha
6,0,13,8,60,175.0,200.0,A Symonds
7,0,12,8,68,150.0,100.0,PP Ojha
8,0,11,8,75,116.66666666666667,0.0,A Symonds
9,0,10,8,83,66.66666666666666,66.66666666666666,Harmeet Singh
10,0,9,7,85,33.33333333333333,100.0,A Symonds
11,0,8,7,86,50.0,0.0,Harmeet Singh
12,0,7,7,94,133.33333333333331,133.33333333333331,RG Sharma
13,0,6,7,104,133.33333333333331,200.0,Harmeet Singh
14,0,5,7,109,75.0,100.0,RG Sharma
15,0,4,7,120,100.0,266.66666666666663,PP Ojha
16,-1,3,7,133,100.0,266.66666666666663,RG Sharma
17,0,2,6,136,0.0,100.0,RP Singh
18,-1,1,5,145,140.0,50.0,RJ Harris
19,-1,0,2,153,66.66666666666666,200.0,RP Singh
0,-1,19,10,21,285.7142857142857,0.0,DP Nannes
1,-1,18,9,24,0.0,100.0,A Nehra
2,-1,17,9,41,375.0,33.33333333333333,PJ Sangwan
3,-1,16,9,56,33.33333333333333,325.0,A Nehra
4,0,15,9,59,50.0,50.0,TM Dilshan
5,-1,14,9,84,383.33333333333337,100.0,V Sehwag
6,0,13,9,87,50.0,50.0,TM Dilshan
7,0,12,8,91,60.0,100.0,A Mishra
8,0,11,8,98,200.0,33.33333333333333,TM Dilshan
9,0,10,7,102,75.0,50.0,A Mishra
10,0,9,7,115,240.0,100.0,DP Nannes
11,0,8,7,120,100.0,50.0,A Mishra
12,0,7,7,131,100.0,225.0,A Nehra
13,0,6,6,137,150.0,0.0,A Mishra
14,0,5,6,146,100.0,175.0,A Nehra
15,0,4,6,148,50.0,25.0,PJ Sangwan
16,-1,3,6,152,100.0,20.0,DP Nannes
17,2,2,6,154,100.0,33.33333333333333,PJ Sangwan
0,0,19,10,8,250.0,75.0,SA Yadav
1,0,18,10,14,50.0,125.0,JH Kallis
2,0,17,9,18,0.0,133.33333333333331,UT Yadav
3,0,16,9,20,25.0,50.0,Shakib Al Hasan
4,0,15,9,26,100.0,100.0,SP Narine
5,0,14,8,29,0.0,100.0,Shakib Al Hasan
6,-1,13,8,39,133.33333333333331,0.0,UT Yadav
7,0,12,8,53,166.66666666666669,266.66666666666663,R Vinay Kumar
8,0,11,7,61,166.66666666666669,100.0,JH Kallis
9,0,10,7,66,100.0,66.66666666666666,Shakib Al Hasan
10,0,9,7,82,300.0,100.0,JH Kallis
11,0,8,6,85,60.0,0.0,Shakib Al Hasan
12,-1,7,6,94,200.0,50.0,UT Yadav
13,0,6,6,99,133.33333333333331,33.33333333333333,R Vinay Kumar
14,0,5,6,103,100.0,50.0,UT Yadav
15,0,4,5,106,25.0,100.0,SP Narine
16,0,3,5,119,240.0,100.0,R Vinay Kumar
17,0,2,5,136,250.0,350.0,SP Narine
18,0,1,5,148,33.33333333333333,233.33333333333334,JH Kallis
19,0,0,5,160,250.0,100.0,SP Narine
0,0,19,10,2,33.33333333333333,33.33333333333333,Mohammed Shami
1,0,18,10,15,133.33333333333331,133.33333333333331,WD Parnell
2,0,17,10,27,100.0,250.0,Mohammed Shami
3,0,16,10,30,50.0,50.0,WD Parnell
4,-1,15,10,42,50.0,266.66666666666663,LR Shukla
5,0,14,10,52,150.0,75.0,S Kaul
6,0,13,10,63,100.0,266.66666666666663,JP Duminy
7,0,12,10,72,140.0,100.0,S Nadeem
8,0,11,10,77,75.0,100.0,Mohammed Shami
9,0,10,10,90,250.0,150.0,S Kaul
10,0,9,10,102,100.0,250.0,S Nadeem
11,0,8,9,107,33.33333333333333,150.0,WD Parnell
12,0,7,9,116,166.66666666666669,133.33333333333331,S Nadeem
