over_num,balls_left_in_over,overs_left,wickets_left,score,striker_sr,non_striker_sr,best_bowler
1,0,18,8,17,200.0,250.0,JA Morkel
2,0,17,8,22,100.0,80.0,MA Starc
3,0,16,8,28,166.66666666666669,33.33333333333333,VR Aaron
4,-1,15,8,38,100.0,133.33333333333331,JA Morkel
5,0,14,8,42,75.0,50.0,VR Aaron
6,0,13,8,57,280.0,100.0,M Muralitharan
7,0,12,8,66,200.0,50.0,YS Chahal
8,0,11,8,76,100.0,200.0,M Muralitharan
9,0,10,8,82,125.0,50.0,YS Chahal
10,-1,9,8,89,100.0,75.0,AB Dinda
11,0,8,6,91,100.0,0.0,VR Aaron
12,0,7,6,96,100.0,50.0,AB Dinda
13,0,6,6,100,66.66666666666666,66.66666666666666,YS Chahal
14,0,5,6,106,100.0,100.0,AB Dinda
15,0,4,5,113,133.33333333333331,0.0,YS Chahal
16,0,3,5,129,225.0,350.0,MA Starc
17,-1,2,4,133,0.0,50.0,VR Aaron
18,0,1,4,142,140.0,100.0,AB Dinda
19,-1,0,3,150,75.0,66.66666666666666,MA Starc
0,-1,19,10,8,140.0,0.0,UT Yadav
1,0,18,10,10,25.0,50.0,M Morkel
2,0,17,10,20,125.0,250.0,UT Yadav
3,0,16,10,33,0.0,240.0,M Morkel
4,0,15,10,34,100.0,0.0,SP Narine
5,0,14,10,49,100.0,280.0,M Morkel
6,0,13,10,61,166.66666666666669,100.0,R Vinay Kumar
7,0,12,9,67,166.66666666666669,100.0,JH Kallis
8,-1,11,8,72,0.0,100.0,R Vinay Kumar
9,0,10,8,77,200.0,25.0,M Morkel
10,0,9,8,90,150.0,350.0,UT Yadav
11,0,8,8,93,100.0,40.0,SP Narine
12,0,7,8,103,225.0,50.0,JH Kallis
13,0,6,8,109,100.0,100.0,SP Narine
14,0,5,8,116,100.0,125.0,JH Kallis
15,0,4,7,123,120.0,0.0,SP Narine
16,0,3,7,126,50.0,50.0,JH Kallis
17,0,2,7,133,100.0,125.0,R Vinay Kumar
18,-1,1,6,142,166.66666666666669,66.66666666666666,UT Yadav
19,0,0,5,148,125.0,50.0,R Vinay Kumar
0,0,19,10,5,50.0,100.0,UT Yadav
1,0,18,10,15,180.0,0.0,Washington Sundar
2,0,17,10,30,220.00000000000003,400.0,YS Chahal
3,0,16,9,41,100.0,200.0,UT Yadav
4,0,15,9,52,233.33333333333334,133.33333333333331,Navdeep Saini
5,0,14,9,59,150.0,50.0,UT Yadav
6,0,13,9,69,100.0,233.33333333333334,YS Chahal
7,0,12,9,74,50.0,150.0,MP Stoinis
8,0,11,9,81,100.0,125.0,Navdeep Saini
9,0,10,9,88,150.0,50.0,Washington Sundar
10,0,9,9,97,100.0,200.0,MP Stoinis
11,0,8,9,102,100.0,66.66666666666666,S Dube
12,0,7,8,105,100.0,0.0,YS Chahal
13,0,6,8,114,100.0,200.0,Washington Sundar
14,0,5,7,127,325.0,0.0,YS Chahal
15,0,4,6,131,50.0,100.0,Washington Sundar
16,0,3,5,141,200.0,0.0,Navdeep Saini
17,0,2,5,151,200.0,100.0,MP Stoinis
18,0,1,5,167,225.0,350.0,UT Yadav
19,0,0,5,187,275.0,250.0,Navdeep Saini
0,0,19,10,10,180.0,100.0,I Sharma
1,0,18,10,20,100.0,200.0,AR Patel
2,0,17,10,35,280.0,100.0,S Lamichhane
3,0,16,10,45,100.0,250.0,K Rabada
4,0,15,10,56,183.33333333333331,0.0,I Sharma
5,0,14,9,64,66.66666666666666,200.0,K Rabada
6,0,13,9,67,40.0,100.0,A Mishra
7,0,12,8,71,66.66666666666666,0.0,AR Patel
8,0,11,8,82,100.0,350.0,A Mishra
9,0,10,8,90,233.33333333333334,33.33333333333333,AR Patel
10,0,9,8,101,100.0,266.66666666666663,S Lamichhane
11,0,8,7,107,50.0,100.0,SE Rutherford
12,0,7,5,111,50.0,0.0,A Mishra
13,0,6,5,115,50.0,100.0,AR Patel
14,-1,5,5,126,75.0,233.33333333333334,A Mishra
15,0,4,5,136,200.0,100.0,S Lamichhane
16,0,3,5,152,280.0,100.0,I Sharma
17,0,2,5,158,100.0,100.0,K Rabada
18,0,1,4,162,50.0,66.66666666666666,I Sharma
19,-1,0,3,171,133.33333333333331,0.0,K Rabada
0,0,19,10,5,100.0,80.0,DL Chahar
1,0,18,10,12,100.0,100.0,Harbhajan Singh
2,-1,17,10,15,28.57142857142857,0.0,DL Chahar
3,0,16,9,22,50.0,0.0,Harbhajan Singh
4,0,15,9,28,100.0,100.0,DL Chahar
5,0,14,8,33,0.0,0.0,Harbhajan Singh
6,0,13,8,36,40.0,100.0,DL Chahar
7,0,12,6,39,100.0,0.0,Harbhajan Singh
8,0,11,6,45,133.33333333333331,66.66666666666666,SK Raina
9,0,10,5,49,0.0,0.0,Imran Tahir
10,0,9,4,53,100.0,0.0,RA Jadeja
11,0,8,3,55,0.0,100.0,Imran Tahir
12,0,7,3,59,50.0,75.0,RA Jadeja
13,0,6,2,59,0.0,0.0,Imran Tahir
14,0,5,2,66,140.0,0.0,RA Jadeja
15,0,4,2,69,66.66666666666666,33.33333333333333,Imran Tahir
16,0,3,1,70,0.0,0.0,RA Jadeja
17,5,2,0,70,0.0,0.0,DJ Bravo
0,0,19,10,0,0.0,0.0,YS Chahal
1,0,18,10,8,233.33333333333334,0.0,Navdeep Saini
2,0,17,9,10,0.0,50.0,YS Chahal
3,0,16,9,11,16.666666666666664,0.0,MM Ali
4,0,15,9,14,50.0,50.0,YS Chahal
5,0,14,9,16,20.0,100.0,MM Ali
6,-1,13,9,23,20.0,250.0,Navdeep Saini
7,0,12,9,33,100.0,180.0,MM Ali
8,0,11,9,36,66.66666666666666,33.33333333333333,UT Yadav
9,0,10,8,42,200.0,0.0,MM Ali
10,0,9,8,47,50.0,100.0,UT Yadav
11,0,8,8,51,66.66666666666666,0.0,Navdeep Saini
12,0,7,8,52,50.0,0.0,YS Chahal
13,-1,6,8,58,25.0,133.33333333333331,Navdeep Saini
14,0,5,7,63,100.0,0.0,Mohammed Siraj
15,-1,4,7,68,66.66666666666666,50.0,UT Yadav
16,0,3,7,68,0.0,0.0,Mohammed Siraj
17,1,2,7,71,100.0,25.0,S Dube
0,0,19,10,5,100.0,0.0,Arshdeep Singh
1,0,18,10,7,25.0,50.0,Sandeep Sharma
2,0,17,9,13,125.0,100.0,K Rabada
3,0,16,9,16,50.0,50.0,Sandeep Sharma
4,-1,15,9,32,233.33333333333334,100.0,K Rabada
5,0,14,9,39,150.0,0.0,R Dhawan
6,-1,13,9,42,50.0,20.0,Sandeep Sharma
7,0,12,9,52,225.0,50.0,R Dhawan
8,0,11,9,60,150.0,100.0,LS Livingstone
9,0,10,9,67,100.0,125.0,RD Chahar
10,-1,9,9,82,216.66666666666666,100.0,LS Livingstone
11,0,8,9,89,66.66666666666666,166.66666666666669,RD Chahar
12,-1,7,8,99,160.0,0.0,Sandeep Sharma
13,0,6,7,105,150.0,0.0,Arshdeep Singh
14,0,5,5,109,0.0,0.0,K Rabada
15,0,4,4,111,50.0,100.0,RD Chahar
16,0,3,4,118,100.0,133.33333333333331,Arshdeep Singh
17,0,2,3,132,233.33333333333334,100.0,RD Chahar
18,0,1,2,144,400.0,0.0,K Rabada
19,0,0,2,153,175.0,100.0,Arshdeep Singh
0,0,19,10,4,0.0,0.0,Mohsin Khan
1,-1,18,10,6,14.285714285714285,0.0,PVD Chameera
2,0,17,10,21,100.0,325.0,Mohsin Khan
3,0,16,10,29,66.66666666666666,200.0,JO Holder
4,0,15,9,36,150.0,0.0,PVD Chameera
5,0,14,9,46,180.0,0.0,Avesh Khan
6,0,13,8,51,0.0,0.0,Ravi Bishnoi
7,-1,12,7,58,80.0,100.0,KH Pandya
8,-3,11,7,65,40.0,50.0,Ravi Bishnoi
9,0,10,7,67,20.0,0.0,KH Pandya
10,0,9,7,85,166.66666666666669,433.3333333333333,Ravi Bishnoi
11,0,8,7,88,66.66666666666666,33.33333333333333,KH Pandya
12,-1,7,6,92,0.0,50.0,Mohsin Khan
13,0,6,5,92,0.0,0.0,KH Pandya
14,0,5,5,103,220.00000000000003,0.0,Ravi Bishnoi
15,0,4,4,105,0.0,33.33333333333333,PVD Chameera
16,-1,3,4,112,100.0,50.0,Avesh Khan
17,-1,2,2,117,0.0,0.0,Mohsin Khan
18,-1,1,2,123,125.0,0.0,PVD Chameera
19,0,0,2,133,166.66666666666669,0.0,Avesh Khan
0,0,19,10,1,25.0,0.0,JC Archer
1,0,18,10,10,225.0,0.0,AS Rajpoot
2,0,17,10,14,66.66666666666666,33.33333333333333,JD Unadkat
3,-1,16,10,25,80.0,250.0,AS Rajpoot
4,0,15,9,36,50.0,333.33333333333337,JD Unadkat
5,-1,14,9,42,50.0,80.0,TK Curran
6,0,13,9,52,233.33333333333334,100.0,S Gopal
7,0,12,9,66,333.33333333333337,133.33333333333331,R Parag
8,0,11,9,76,166.66666666666669,0.0,S Gopal
9,0,10,8,82,100.0,100.0,R Tewatia
10,0,9,8,89,150.0,50.0,S Gopal
11,0,8,7,90,0.0,25.0,JC Archer
12,0,7,7,106,300.0,100.0,S Gopal
13,0,6,6,108,0.0,100.0,JC Archer
14,-3,5,5,120,200.0,25.0,AS Rajpoot
15,0,4,5,127,100.0,150.0,TK Curran
16,0,3,5,141,266.66666666666663,200.0,JC Archer
17,0,2,4,149,66.66666666666666,200.0,TK Curran
18,0,1,4,158,175.0,100.0,AS Rajpoot
19,-3,0,4,174,100.0,150.0,TK Curran
0,-1,19,10,12,160.0,50.0,SP Narine
1,0,18,9,15,100.0,40.0,PJ Cummins
2,0,17,9,21,0.0,125.0,Shivam Mavi
3,0,16,9,30,75.0,300.0,PJ Cummins
4,0,15,8,36,0.0,166.66666666666669,Shivam Mavi
5,0,14,8,39,33.33333333333333,0.0,PJ Cummins
6,0,13,7,41,0.0,100.0,Shivam Mavi
7,0,12,5,43,0.0,0.0,KL Nagarkoti
8,0,11,5,50,125.0,100.0,Shivam Mavi
9,0,10,5,61,100.0,200.0,KL Nagarkoti
10,0,9,4,67,133.33333333333331,50.0,CV Varun
11,0,8,4,73,50.0,125.0,SP Narine
12,0,7,4,77,60.0,100.0,CV Varun
13,0,6,3,81,66.66666666666666,100.0,SP Narine
14,0,5,2,90,100.0,200.0,CV Varun
15,0,4,2,97,75.0,150.0,Kuldeep Yadav
16,0,3,2,103,100.0,100.0,CV Varun
17,0,2,1,106,100.0,25.0,Kuldeep Yadav
18,0,1,1,126,333.33333333333337,0.0,SP Narine
19,0,0,1,137,140.0,400.0,Kuldeep Yadav
0,0,19,10,7,33.33333333333333,200.0,R Rampaul
1,-1,18,10,12,33.33333333333333,100.0,RP Singh
2,0,17,10,28,266.66666666666663,0.0,R Rampaul
3,0,16,9,31,100.0,0.0,RP Singh
4,0,15,9,38,150.0,50.0,JD Unadkat
5,0,14,9,52,166.66666666666669,0.0,R Vinay Kumar
6,0,13,9,59,100.0,133.33333333333331,J Syed Mohammad
7,0,12,9,67,350.0,25.0,JD Unadkat
8,0,11,9,86,320.0,200.0,R Vinay Kumar
9,0,10,9,97,266.66666666666663,100.0,JD Unadkat
10,0,9,8,106,0.0,150.0,J Syed Mohammad
11,0,8,8,110,66.66666666666666,66.66666666666666,R Rampaul
12,0,7,7,119,175.0,100.0,J Syed Mohammad
13,0,6,7,125,166.66666666666669,33.33333333333333,JD Unadkat
14,0,5,7,143,340.0,100.0,J Syed Mohammad
15,-1,4,7,151,100.0,0.0,R Vinay Kumar
16,-1,3,7,168,100.0,250.0,RP Singh
17,0,2,4,170,33.33333333333333,0.0,R Vinay Kumar
18,0,1,4,186,300.0,100.0,RP Singh
19,0,0,3,194,200.0,0.0,R Rampaul
0,0,19,10,5,50.0,100.0,MG Johnson
1,0,18,10,10,100.0,80.0,SL Malinga
2,0,17,10,22,140.0,100.0,MG Johnson
3,0,16,10,25,150.0,0.0,SL Malinga
4,0,15,10,34,50.0,200.0,MG Johnson
5,-1,14,9,35,0.0,0.0,DS Kulkarni
6,0,13,8,38,25.0,100.0,Harbhajan Singh
7,-1,12,6,44,50.0,0.0,DS Kulkarni
8,0,11,6,56,200.0,200.0,Harbhajan Singh
9,-1,10,6,66,40.0,350.0,DS Kulkarni
10,0,9,5,69,100.0,0.0,Harbhajan Singh
11,0,8,5,78,133.33333333333331,166.66666666666669,SL Malinga
12,0,7,5,81,66.66666666666666,33.33333333333333,Harbhajan Singh
13,0,6,3,89,100.0,66.66666666666666,DR Smith
14,0,5,3,94,66.66666666666666,100.0,KA Pollard
15,0,4,3,102,140.0,100.0,SL Malinga
16,0,3,3,108,100.0,0.0,MG Johnson
17,0,2,3,110,33.33333333333333,33.33333333333333,DS Kulkarni
18,0,1,3,124,233.33333333333334,233.33333333333334,KA Pollard
19,-1,0,3,136,200.0,125.0,DR Smith
0,-2,19,10,8,20.0,166.66666666666669,MA Starc
1,0,18,10,20,100.0,220.00000000000003,VR Aaron
2,-1,17,10,27,80.0,50.0,HV Patel
3,0,16,9,34,125.0,100.0,D Wiese
4,0,15,9,44,200.0,133.33333333333331,YS Chahal
5,0,14,9,61,100.0,320.0,VR Aaron
6,0,13,8,73,50.0,275.0,YS Chahal
7,0,12,8,86,100.0,275.0,D Wiese
8,0,11,7,102,250.0,0.0,HV Patel
9,-2,10,6,111,0.0,100.0,MA Starc
0,-2,19,10,4,33.33333333333333,20.0,PJ Cummins
1,-1,18,10,22,220.00000000000003,300.0,UT Yadav
2,0,17,10,36,300.0,100.0,PJ Cummins
3,0,16,9,49,240.0,0.0,GB Hogg
4,0,15,8,52,33.33333333333333,100.0,PP Chawla
5,0,14,8,62,200.0,100.0,GB Hogg
6,0,13,8,80,350.0,275.0,PP Chawla
7,-1,12,7,87,100.0,0.0,AD Russell
8,0,11,7,100,133.33333333333331,300.0,UT Yadav
9,2,10,7,115,100.0,466.6666666666667,AD Russell
0,0,19,9,9,133.33333333333331,0.0,KK Ahmed
1,0,18,9,23,260.0,100.0,J Overton
2,0,17,9,29,100.0,100.0,KK Ahmed
3,0,16,9,45,225.0,350.0,J Overton
4,0,15,9,64,100.0,425.0,R Ashwin
5,0,14,9,79,100.0,280.0,KK Ahmed
6,0,13,9,84,100.0,66.66666666666666,R Ashwin
7,0,12,8,87,50.0,50.0,Noor Ahmad
8,0,11,8,92,50.0,100.0,R Ashwin
9,0,10,8,99,50.0,250.0,Noor Ahmad
10,-2,9,8,112,142.85714285714286,100.0,M Pathirana
11,-1,8,7,129,250.0,333.33333333333337,R Ashwin
12,0,7,7,134,50.0,150.0,RA Jadeja
13,-1,6,6,140,0.0,50.0,Noor Ahmad
14,0,5,5,145,0.0,100.0,RA Jadeja
15,0,4,5,153,140.0,100.0,M Pathirana
16,0,3,5,165,275.0,50.0,Noor Ahmad
17,0,2,4,166,50.0,0.0,M Pathirana
18,-1,1,2,175,175.0,0.0,KK Ahmed
19,-2,0,1,182,0.0,66.66666666666666,M Pathirana
0,0,19,9,0,0.0,0.0,JC Archer
1,0,18,9,4,50.0,75.0,TU Deshpande
2,0,17,9,5,33.33333333333333,0.0,JC Archer
3,0,16,9,16,150.0,200.0,TU Deshpande
4,0,15,9,28,100.0,220.00000000000003,JC Archer
5,0,14,9,42,100.0,260.0,Sandeep Sharma
6,0,13,9,46,66.66666666666666,66.66666666666666,M Theekshana
7,0,12,8,54,0.0,100.0,PWH de Silva
8,0,11,8,62,200.0,66.66666666666666,M Theekshana
9,0,10,7,74,333.33333333333337,100.0,PWH de Silva
10,0,9,7,84,180.0,100.0,K Kartikeya
11,0,8,6,93,233.33333333333334,50.0,PWH de Silva
12,0,7,6,99,100.0,100.0,Sandeep Sharma
13,0,6,6,111,220.00000000000003,100.0,M Theekshana
14,-2,5,6,122,116.66666666666667,100.0,TU Deshpande
15,0,4,5,129,33.33333333333333,300.0,PWH de Silva
16,0,3,5,138,175.0,100.0,Sandeep Sharma
17,0,2,5,144,133.33333333333331,66.66666666666666,M Theekshana
18,0,1,5,163,300.0,350.0,TU Deshpande
19,-1,0,4,176,0.0,100.0,Sandeep Sharma
0,0,19,10,10,50.0,225.0,Harbhajan Singh
1,-1,18,8,17,250.0,0.0,SL Malinga
2,0,17,8,23,50.0,125.0,AG Murtaza
3,0,16,8,23,0.0,0.0,SL Malinga
4,0,15,7,27,100.0,0.0,AG Murtaza
5,0,14,7,38,100.0,200.0,MM Patel
6,0,13,6,40,25.0,50.0,Harbhajan Singh
7,0,12,6,41,16.666666666666664,0.0,MM Patel
8,0,11,6,45,66.66666666666666,66.66666666666666,KA Pollard
9,0,10,6,53,100.0,166.66666666666669,MM Patel
10,-1,9,6,59,66.66666666666666,75.0,KA Pollard
11,0,8,6,68,100.0,200.0,JEC Franklin
12,-1,7,6,73,100.0,40.0,AG Murtaza
13,0,6,6,81,66.66666666666666,200.0,KA Pollard
14,0,5,4,87,250.0,0.0,AG Murtaza
15,0,4,2,88,100.0,0.0,SL Malinga
16,-1,3,1,90,100.0,0.0,Harbhajan Singh
17,2,2,0,95,250.0,0.0,SL Malinga
0,0,19,10,1,25.0,0.0,AB Dinda
1,-1,18,9,6,0.0,100.0,M Morkel
2,0,17,9,13,50.0,125.0,AB Dinda
3,-1,16,9,19,66.66666666666666,100.0,M Morkel
4,-1,15,9,22,33.33333333333333,25.0,IK Pathan
5,0,14,9,31,166.66666666666669,100.0,UT Yadav
6,0,13,8,34,0.0,100.0,IK Pathan
7,0,12,8,42,150.0,100.0,UT Yadav
8,0,11,8,44,20.0,100.0,RE van der Merwe
9,0,10,8,48,25.0,100.0,M Morkel
10,0,9,8,51,50.0,50.0,RE van der Merwe
11,-1,8,8,66,325.0,33.33333333333333,M Morkel
12,0,7,8,69,100.0,25.0,RE van der Merwe
13,-1,6,8,77,100.0,100.0,AJ Finch
14,0,5,8,85,133.33333333333331,0.0,RE van der Merwe
15,0,4,8,90,100.0,80.0,AJ Finch
16,-1,3,8,99,66.66666666666666,125.0,IK Pathan
0,0,19,10,12,200.0,0.0,P Kumar
1,0,18,10,27,100.0,280.0,DW Steyn
2,0,17,10,35,150.0,0.0,JH Kallis
3,0,16,9,47,33.33333333333333,300.0,P Kumar
4,0,15,9,49,25.0,50.0,DW Steyn
5,0,14,9,62,240.0,100.0,JH Kallis
6,0,13,9,66,66.66666666666666,66.66666666666666,A Kumble
7,-1,12,8,72,0.0,100.0,JD Ryder
8,0,11,8,77,66.66666666666666,100.0,A Kumble
9,0,10,8,91,260.0,100.0,JD Ryder
10,0,9,8,101,100.0,200.0,A Kumble
11,0,8,8,107,100.0,0.0,KP Pietersen
12,0,7,8,127,380.0,100.0,A Kumble
13,0,6,7,132,0.0,100.0,KP Pietersen
14,0,5,7,139,133.33333333333331,100.0,P Kumar
15,0,4,6,149,266.66666666666663,100.0,KP Pietersen
16,0,3,6,158,50.0,350.0,JD Ryder
17,0,2,6,170,125.0,350.0,KP Pietersen
18,0,1,4,174,100.0,33.33333333333333,DW Steyn
19,0,0,4,184,175.0,150.0,P Kumar
0,0,19,9,10,0.0,100.0,FH Edwards
1,0,18,9,13,66.66666666666666,33.33333333333333,RP Singh
2,0,17,9,15,25.0,50.0,FH Edwards
3,0,16,8,19,80.0,0.0,RP Singh
4,-2,15,8,25,40.0,66.66666666666666,Harmeet Singh
5,0,14,8,31,50.0,125.0,RP Singh
6,0,13,8,38,100.0,120.0,PP Ojha
7,-1,12,7,43,0.0,66.66666666666666,SB Styris
8,0,11,7,50,150.0,0.0,PP Ojha
9,0,10,7,57,116.66666666666667,0.0,SB Styris
10,0,9,6,65,233.33333333333334,0.0,PP Ojha
11,-1,8,6,75,60.0,300.0,Harmeet Singh
12,0,7,6,81,100.0,100.0,PP Ojha
13,0,6,6,98,283.33333333333337,0.0,Harmeet Singh
14,0,5,6,109,100.0,200.0,FH Edwards
15,0,4,5,121,50.0,275.0,SB Styris
16,-1,3,4,132,50.0,180.0,Harmeet Singh
17,0,2,3,140,33.33333333333333,100.0,SB Styris
18,-1,1,3,156,180.0,300.0,FH Edwards
19,0,0,2,160,33.33333333333333,100.0,RP Singh
0,0,19,10,5,83.33333333333334,0.0,CH Morris
1,0,18,10,10,50.0,150.0,JP Faulkner
2,0,17,10,24,166.66666666666669,0.0,DS Kulkarni
3,-1,16,10,28,66.66666666666666,25.0,SR Watson
4,-1,15,10,38,100.0,133.33333333333331,CH Morris
5,0,14,9,41,50.0,50.0,DS Kulkarni
6,0,13,9,44,40.0,100.0,Ankit Sharma
7,0,12,8,46,66.66666666666666,0.0,DS Kulkarni
8,0,11,8,47,25.0,0.0,STR Binny
9,0,10,8,60,100.0,275.0,DS Kulkarni
10,0,9,8,70,180.0,100.0,SR Watson
11,0,8,8,82,225.0,100.0,JP Faulkner
12,0,7,8,88,25.0,250.0,Ankit Sharma
13,-2,6,8,94,50.0,25.0,SR Watson
14,0,5,8,113,360.0,100.0,Ankit Sharma
15,0,4,8,124,150.0,200.0,JP Faulkner
16,-1,3,8,137,183.33333333333331,100.0,SR Watson
17,0,2,8,154,100.0,466.6666666666667,CH Morris
18,0,1,7,169,300.0,150.0,JP Faulkner
19,0,0,6,180,266.66666666666663,50.0,CH Morris
0,0,19,10,11,66.66666666666666,300.0,MA Starc
1,0,18,9,14,50.0,50.0,S Aravind
2,0,17,9,21,150.0,50.0,HV Patel
3,0,16,9,30,200.0,100.0,S Aravind
4,0,15,8,34,100.0,33.33333333333333,HV Patel
5,0,14,8,40,125.0,50.0,MA Starc
6,0,13,8,50,200.0,100.0,D Wiese
7,0,12,8,55,80.0,100.0,YS Chahal
8,-1,11,7,61,0.0,33.33333333333333,D Wiese
9,0,10,7,68,100.0,125.0,YS Chahal
10,0,9,7,71,25.0,100.0,S Aravind
11,0,8,7,79,233.33333333333334,33.33333333333333,D Wiese
12,0,7,6,83,0.0,0.0,HV Patel
13,0,6,5,87,60.0,100.0,YS Chahal
14,-1,5,3,92,80.0,0.0,S Aravind
15,0,4,2,95,75.0,0.0,MA Starc
16,0,3,1,103,75.0,250.0,D Wiese
17,-1,2,1,105,16.666666666666664,0.0,MA Starc
18,0,1,0,109,50.0,100.0,YS Chahal
0,0,19,10,7,50.0,150.0,SM Curran
1,-2,18,10,20,33.33333333333333,200.0,Arshdeep Singh
2,0,17,10,38,340.0,100.0,HV Patel
3,-1,16,10,59,375.0,166.66666666666669,K Rabada
4,0,15,10,70,150.0,250.0,SM Curran
5,0,14,10,76,100.0,100.0,Arshdeep Singh
6,0,13,10,83,120.0,100.0,RD Chahar
7,-3,12,10,105,150.0,333.33333333333337,K Rabada
8,0,11,10,118,233.33333333333334,200.0,RD Chahar
9,-1,10,10,137,275.0,233.33333333333334,HV Patel
10,0,9,9,144,100.0,0.0,RD Chahar
11,0,8,9,151,100.0,125.0,Harpreet Brar
12,0,7,8,169,400.0,0.0,SM Curran
13,0,6,8,176,150.0,50.0,RD Chahar
14,0,5,8,190,350.0,175.0,Harpreet Brar
15,-3,4,7,206,166.66666666666669,0.0,Arshdeep Singh
16,0,3,7,215,100.0,175.0,K Rabada
17,0,2,7,239,459.99999999999994,100.0,SM Curran
18,0,1,6,249,300.0,0.0,Arshdeep Singh
19,-1,0,4,261,200.0,0.0,HV Patel
0,0,19,10,8,33.33333333333333,200.0,PVD Chameera
1,0,18,10,22,0.0,325.0,Harshit Rana
2,-1,17,10,45,314.2857142857143,0.0,PVD Chameera
3,0,16,10,57,166.66666666666669,233.33333333333334,AS Roy
4,0,15,10,69,275.0,50.0,SP Narine
5,0,14,9,93,400.0,0.0,AS Roy
6,0,13,9,94,50.0,0.0,SP Narine
7,0,12,9,108,233.33333333333334,233.33333333333334,Harshit Rana
8,0,11,9,120,133.33333333333331,266.66666666666663,CV Varun
9,0,10,9,132,125.0,350.0,AD Russell
10,0,9,9,149,100.0,320.0,CV Varun
11,-2,8,9,173,175.0,375.0,AD Russell
12,0,7,8,179,250.0,0.0,SP Narine
13,0,6,8,196,320.0,100.0,CV Varun
14,0,5,8,201,50.0,150.0,SP Narine
15,0,4,8,210,200.0,100.0,Harshit Rana
16,0,3,8,228,300.0,0.0,PVD Chameera
17,-1,2,8,253,350.0,340.0,Harshit Rana
18,2,1,8,262,266.66666666666663,100.0,Ramandeep Singh
0,0,19,10,2,20.0,100.0,P Awana
1,0,18,9,5,0.0,50.0,MG Johnson
2,0,17,9,14,33.33333333333333,200.0,AR Patel
3,-1,16,9,31,125.0,366.66666666666663,MG Johnson
4,0,15,9,42,200.0,100.0,P Awana
5,0,14,9,55,266.66666666666663,166.66666666666669,R Dhawan
6,0,13,9,58,50.0,50.0,AR Patel
7,0,12,9,67,100.0,200.0,Karanveer Singh
8,0,11,7,67,0.0,0.0,AR Patel
9,-1,10,7,73,60.0,100.0,Karanveer Singh
10,-1,9,7,81,75.0,133.33333333333331,MG Johnson
11,0,8,7,90,100.0,175.0,R Dhawan
12,0,7,7,96,125.0,0.0,P Awana
13,0,6,7,104,140.0,100.0,R Dhawan
14,0,5,5,112,200.0,0.0,Karanveer Singh
15,0,4,5,114,0.0,25.0,AR Patel
16,0,3,5,128,275.0,150.0,R Dhawan
17,0,2,4,145,433.3333333333333,133.33333333333331,Karanveer Singh
18,0,1,3,148,33.33333333333333,66.66666666666666,MG Johnson
19,0,0,2,163,250.0,0.0,P Awana
0,0,19,10,5,100.0,50.0,M Morkel
1,-1,18,9,8,0.0,100.0,UT Yadav
2,0,17,9,17,100.0,160.0,M Morkel
3,0,16,9,24,50.0,250.0,SP Narine
4,0,15,9,39,350.0,50.0,Shakib Al Hasan
5,-1,14,8,46,120.0,0.0,M Morkel
6,0,13,8,53,120.0,100.0,SP Narine
7,0,12,7,55,0.0,100.0,UT Yadav
8,0,11,7,60,100.0,33.33333333333333,PP Chawla
9,0,10,7,68,140.0,100.0,UT Yadav
10,0,9,7,77,66.66666666666666,233.33333333333334,PP Chawla
11,0,8,6,80,100.0,25.0,M Morkel
12,0,7,5,86,100.0,100.0,PP Chawla
13,0,6,4,88,100.0,0.0,Shakib Al Hasan
14,0,5,4,92,50.0,100.0,PP Chawla
15,0,4,4,97,100.0,66.66666666666666,Shakib Al Hasan
16,0,3,4,109,275.0,50.0,SP Narine
17,0,2,3,130,266.66666666666663,600.0,Shakib Al Hasan
18,0,1,3,134,60.0,100.0,SP Narine
19,0,0,2,135,0.0,0.0,UT Yadav
0,-1,19,8,7,150.0,0.0,A Nehra
1,-1,18,7,9,33.33333333333333,0.0,DP Nannes
2,-1,17,7,15,133.33333333333331,25.0,A Nehra
3,0,16,7,16,100.0,0.0,DP Nannes
4,0,15,7,25,266.66666666666663,33.33333333333333,A Nehra
5,-1,14,7,37,66.66666666666666,225.0,PJ Sangwan
6,0,13,7,43,125.0,50.0,TM Dilshan
7,0,12,5,46,50.0,66.66666666666666,A Mishra
8,0,11,5,51,100.0,66.66666666666666,TM Dilshan
9,0,10,5,52,33.33333333333333,0.0,A Mishra
10,0,9,5,55,60.0,0.0,TM Dilshan
11,0,8,4,58,100.0,0.0,A Mishra
12,0,7,4,62,60.0,100.0,TM Dilshan
13,-1,6,4,71,25.0,233.33333333333334,A Mishra
14,-1,5,4,77,40.0,150.0,DP Nannes
15,0,4,4,88,100.0,200.0,PJ Sangwan
16,0,3,3,94,0.0,125.0,DP Nannes
17,0,2,3,107,133.33333333333331,300.0,R Bhatia
18,0,1,3,114,133.33333333333331,100.0,A Nehra
19,0,0,2,123,66.66666666666666,233.33333333333334,PJ Sangwan
0,-1,19,10,3,16.666666666666664,100.0,I Sharma
1,0,18,10,12,150.0,0.0,MC Henriques
2,0,17,10,17,100.0,80.0,I Sharma
3,-1,16,10,30,150.0,33.33333333333333,AB Agarkar
4,0,15,10,45,250.0,250.0,SS Sarkar
5,0,14,10,47,33.33333333333333,0.0,BJ Hodge
6,-1,13,9,55,120.0,0.0,MC Henriques
